serie,code_amc,ano,value
PIBI,8054,1996,34.4047912948
PIBI,8054,1999,1560.0334000564
PIBI,8054,2000,1540.8954327231
PIBI,8054,2001,1219.041261872
PIBI,8054,2002,508.3776718315
PIBI,8054,2003,338.8474070812
PIBI,8054,2004,409.168294828
PIBI,8054,2005,478.541739896
PIBI,8054,2006,643.3151240223
PIBI,8054,2007,1274.3318193691
PIBI,8054,2008,1019.5745187373
PIBI,8054,2009,4087.559855266516
PIBI,8054,2010,1623
PIBI,8054,2011,1494.664920246907
PIBI,8054,2012,1194.8087773702814
PIBI,8054,2013,839.3199644543686
PIBI,8054,2014,493.50813023698095
PIBI,8054,2015,518.4588161753734
PIBI,8054,2016,473.88492775827643
PIBI,8054,2017,644.3499019223467
PIBI,8054,2018,771.2403654773176
PIBI,8054,2019,1077.6649648274952
PIBI,8054,2020,808.9838768482126
PIBI,8054,2021,686.206715192564
PIBI,8055,1959,193.0359553337
PIBI,8055,1970,371.9417059217
PIBI,8055,1975,1314.1797383993
PIBI,8055,1980,2117.8588810912
PIBI,8055,1985,406.6932214223
PIBI,8055,1996,49.9750753474
PIBI,8055,1999,1592.1268780036
PIBI,8055,2000,1672.0352774271
PIBI,8055,2001,1605.073915037
PIBI,8055,2002,707.6534059019
PIBI,8055,2003,275.984351132
PIBI,8055,2004,336.5676140364
PIBI,8055,2005,419.1159938417
PIBI,8055,2006,786.9500186958
PIBI,8055,2007,658.9379577444
PIBI,8055,2008,741.1491047857
PIBI,8055,2009,918.3456757057663
PIBI,8055,2010,821
PIBI,8055,2011,887.1976456808386
PIBI,8055,2012,766.3197312267517
PIBI,8055,2013,840.9110923490688
PIBI,8055,2014,884.4786967924367
PIBI,8055,2015,1108.240009179105
PIBI,8055,2016,1094.3125841807587
PIBI,8055,2017,1191.4048044091253
PIBI,8055,2018,1675.9984252058337
PIBI,8055,2019,2432.3314039302536
PIBI,8055,2020,4121.437754849668
PIBI,8055,2021,3280.254821536155
PIBI,8056,1920,565.942771874
PIBI,8056,1939,7930.494933329
PIBI,8056,1949,13728.7863481285
