NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Hectares,9368,2309607,Pacajus - CE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2017,Quantidade produzida,Total
6,Município,Mil Reais,13380,2309607,Pacajus - CE,2017,Valor da produção,Total
6,Município,Hectares,9257,2309607,Pacajus - CE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2018,Quantidade produzida,Total
6,Município,Mil Reais,9941,2309607,Pacajus - CE,2018,Valor da produção,Total
6,Município,Hectares,8906,2309607,Pacajus - CE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2019,Quantidade produzida,Total
6,Município,Mil Reais,7404,2309607,Pacajus - CE,2019,Valor da produção,Total
6,Município,Hectares,7907,2309607,Pacajus - CE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2020,Quantidade produzida,Total
6,Município,Mil Reais,10959,2309607,Pacajus - CE,2020,Valor da produção,Total
6,Município,Hectares,7011,2309607,Pacajus - CE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2021,Quantidade produzida,Total
6,Município,Mil Reais,13267,2309607,Pacajus - CE,2021,Valor da produção,Total
6,Município,Hectares,6620,2309607,Pacajus - CE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2022,Quantidade produzida,Total
6,Município,Mil Reais,12220,2309607,Pacajus - CE,2022,Valor da produção,Total
6,Município,Hectares,6350,2309607,Pacajus - CE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2023,Quantidade produzida,Total
6,Município,Mil Reais,8555,2309607,Pacajus - CE,2023,Valor da produção,Total
6,Município,Hectares,6520,2309607,Pacajus - CE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2024,Quantidade produzida,Total
6,Município,Mil Reais,16636,2309607,Pacajus - CE,2024,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,39860,2309706,Pacatuba - CE,1974,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,37214,2309706,Pacatuba - CE,1975,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,46391,2309706,Pacatuba - CE,1976,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,83253,2309706,Pacatuba - CE,1977,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,127694,2309706,Pacatuba - CE,1978,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,210997,2309706,Pacatuba - CE,1979,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,329151,2309706,Pacatuba - CE,1980,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,587967,2309706,Pacatuba - CE,1981,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,1395993,2309706,Pacatuba - CE,1982,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,1392452,2309706,Pacatuba - CE,1983,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,6425442,2309706,Pacatuba - CE,1984,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,9376,2309706,Pacatuba - CE,1985,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,23290,2309706,Pacatuba - CE,1986,Valor da produção,Total
6,Município,,NA,2309706,Pacatuba - CE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,68971,2309706,Pacatuba - CE,1987,Valor da produção,Total
6,Município,Hectares,4824,2309706,Pacatuba - CE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,643137,2309706,Pacatuba - CE,1988,Valor da produção,Total
6,Município,Hectares,1766,2309706,Pacatuba - CE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,8328,2309706,Pacatuba - CE,1989,Valor da produção,Total
6,Município,Hectares,2348,2309706,Pacatuba - CE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,63932,2309706,Pacatuba - CE,1990,Valor da produção,Total
6,Município,Hectares,4585,2309706,Pacatuba - CE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,706856,2309706,Pacatuba - CE,1991,Valor da produção,Total
6,Município,Hectares,5611,2309706,Pacatuba - CE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,14312270,2309706,Pacatuba - CE,1992,Valor da produção,Total
6,Município,Hectares,4091,2309706,Pacatuba - CE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,104871,2309706,Pacatuba - CE,1993,Valor da produção,Total
6,Município,Hectares,5364,2309706,Pacatuba - CE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1994,Quantidade produzida,Total
6,Município,Mil Reais,2976,2309706,Pacatuba - CE,1994,Valor da produção,Total
6,Município,Hectares,5874,2309706,Pacatuba - CE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1995,Quantidade produzida,Total
6,Município,Mil Reais,5258,2309706,Pacatuba - CE,1995,Valor da produção,Total
6,Município,Hectares,1697,2309706,Pacatuba - CE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1996,Quantidade produzida,Total
6,Município,Mil Reais,1446,2309706,Pacatuba - CE,1996,Valor da produção,Total
6,Município,Hectares,1724,2309706,Pacatuba - CE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1997,Quantidade produzida,Total
6,Município,Mil Reais,1720,2309706,Pacatuba - CE,1997,Valor da produção,Total
6,Município,Hectares,1582,2309706,Pacatuba - CE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1998,Quantidade produzida,Total
6,Município,Mil Reais,1812,2309706,Pacatuba - CE,1998,Valor da produção,Total
6,Município,Hectares,1274,2309706,Pacatuba - CE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,1999,Quantidade produzida,Total
6,Município,Mil Reais,1443,2309706,Pacatuba - CE,1999,Valor da produção,Total
6,Município,Hectares,1155,2309706,Pacatuba - CE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2000,Quantidade produzida,Total
6,Município,Mil Reais,1368,2309706,Pacatuba - CE,2000,Valor da produção,Total
6,Município,Hectares,1178,2309706,Pacatuba - CE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2001,Quantidade produzida,Total
6,Município,Mil Reais,1450,2309706,Pacatuba - CE,2001,Valor da produção,Total
6,Município,Hectares,1185,2309706,Pacatuba - CE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2002,Quantidade produzida,Total
6,Município,Mil Reais,1506,2309706,Pacatuba - CE,2002,Valor da produção,Total
6,Município,Hectares,2020,2309706,Pacatuba - CE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2003,Quantidade produzida,Total
6,Município,Mil Reais,2578,2309706,Pacatuba - CE,2003,Valor da produção,Total
6,Município,Hectares,1325,2309706,Pacatuba - CE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2004,Quantidade produzida,Total
6,Município,Mil Reais,2566,2309706,Pacatuba - CE,2004,Valor da produção,Total
6,Município,Hectares,1361,2309706,Pacatuba - CE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2005,Quantidade produzida,Total
6,Município,Mil Reais,2342,2309706,Pacatuba - CE,2005,Valor da produção,Total
6,Município,Hectares,1374,2309706,Pacatuba - CE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2006,Quantidade produzida,Total
6,Município,Mil Reais,2488,2309706,Pacatuba - CE,2006,Valor da produção,Total
6,Município,Hectares,1487,2309706,Pacatuba - CE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2007,Quantidade produzida,Total
6,Município,Mil Reais,2921,2309706,Pacatuba - CE,2007,Valor da produção,Total
6,Município,Hectares,1431,2309706,Pacatuba - CE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2008,Quantidade produzida,Total
6,Município,Mil Reais,3370,2309706,Pacatuba - CE,2008,Valor da produção,Total
6,Município,Hectares,1298,2309706,Pacatuba - CE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2009,Quantidade produzida,Total
6,Município,Mil Reais,3430,2309706,Pacatuba - CE,2009,Valor da produção,Total
6,Município,Hectares,1436,2309706,Pacatuba - CE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2010,Quantidade produzida,Total
6,Município,Mil Reais,3715,2309706,Pacatuba - CE,2010,Valor da produção,Total
6,Município,Hectares,1568,2309706,Pacatuba - CE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2011,Quantidade produzida,Total
6,Município,Mil Reais,3522,2309706,Pacatuba - CE,2011,Valor da produção,Total
6,Município,Hectares,1928,2309706,Pacatuba - CE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2012,Quantidade produzida,Total
6,Município,Mil Reais,3775,2309706,Pacatuba - CE,2012,Valor da produção,Total
6,Município,Hectares,1924,2309706,Pacatuba - CE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2013,Quantidade produzida,Total
6,Município,Mil Reais,4160,2309706,Pacatuba - CE,2013,Valor da produção,Total
6,Município,Hectares,495,2309706,Pacatuba - CE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2014,Quantidade produzida,Total
6,Município,Mil Reais,1062,2309706,Pacatuba - CE,2014,Valor da produção,Total
6,Município,Hectares,439,2309706,Pacatuba - CE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2015,Quantidade produzida,Total
6,Município,Mil Reais,1087,2309706,Pacatuba - CE,2015,Valor da produção,Total
6,Município,Hectares,1157,2309706,Pacatuba - CE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2016,Quantidade produzida,Total
6,Município,Mil Reais,1882,2309706,Pacatuba - CE,2016,Valor da produção,Total
6,Município,Hectares,925,2309706,Pacatuba - CE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2017,Quantidade produzida,Total
6,Município,Mil Reais,2440,2309706,Pacatuba - CE,2017,Valor da produção,Total
6,Município,Hectares,473,2309706,Pacatuba - CE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2018,Quantidade produzida,Total
6,Município,Mil Reais,4196,2309706,Pacatuba - CE,2018,Valor da produção,Total
6,Município,Hectares,753,2309706,Pacatuba - CE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2019,Quantidade produzida,Total
6,Município,Mil Reais,3762,2309706,Pacatuba - CE,2019,Valor da produção,Total
6,Município,Hectares,467,2309706,Pacatuba - CE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2020,Quantidade produzida,Total
6,Município,Mil Reais,4160,2309706,Pacatuba - CE,2020,Valor da produção,Total
6,Município,Hectares,455,2309706,Pacatuba - CE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2021,Quantidade produzida,Total
6,Município,Mil Reais,7114,2309706,Pacatuba - CE,2021,Valor da produção,Total
6,Município,Hectares,555,2309706,Pacatuba - CE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2022,Quantidade produzida,Total
6,Município,Mil Reais,9957,2309706,Pacatuba - CE,2022,Valor da produção,Total
6,Município,Hectares,547,2309706,Pacatuba - CE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2023,Quantidade produzida,Total
6,Município,Mil Reais,10601,2309706,Pacatuba - CE,2023,Valor da produção,Total
6,Município,Hectares,508,2309706,Pacatuba - CE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309706,Pacatuba - CE,2024,Quantidade produzida,Total
6,Município,Mil Reais,11924,2309706,Pacatuba - CE,2024,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,11029,2309805,Pacoti - CE,1974,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,19438,2309805,Pacoti - CE,1975,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,31386,2309805,Pacoti - CE,1976,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,35203,2309805,Pacoti - CE,1977,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,49491,2309805,Pacoti - CE,1978,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,76308,2309805,Pacoti - CE,1979,Valor da produção,Total
6,Município,,NA,2309805,Pacoti - CE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309805,Pacoti - CE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,86573,2309805,Pacoti - CE,1980,Valor da produção,Total
