NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Toneladas,NA,2309458,Ocara - CE,2009,Quantidade produzida,Total
6,Município,Mil Reais,8792,2309458,Ocara - CE,2009,Valor da produção,Total
6,Município,Hectares,22672,2309458,Ocara - CE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2010,Quantidade produzida,Total
6,Município,Mil Reais,5099,2309458,Ocara - CE,2010,Valor da produção,Total
6,Município,Hectares,26549,2309458,Ocara - CE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2011,Quantidade produzida,Total
6,Município,Mil Reais,12373,2309458,Ocara - CE,2011,Valor da produção,Total
6,Município,Hectares,22881,2309458,Ocara - CE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2012,Quantidade produzida,Total
6,Município,Mil Reais,5066,2309458,Ocara - CE,2012,Valor da produção,Total
6,Município,Hectares,22244,2309458,Ocara - CE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2013,Quantidade produzida,Total
6,Município,Mil Reais,4146,2309458,Ocara - CE,2013,Valor da produção,Total
6,Município,Hectares,25037,2309458,Ocara - CE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2014,Quantidade produzida,Total
6,Município,Mil Reais,17725,2309458,Ocara - CE,2014,Valor da produção,Total
6,Município,Hectares,22865,2309458,Ocara - CE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2015,Quantidade produzida,Total
6,Município,Mil Reais,9521,2309458,Ocara - CE,2015,Valor da produção,Total
6,Município,Hectares,22893,2309458,Ocara - CE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2016,Quantidade produzida,Total
6,Município,Mil Reais,13923,2309458,Ocara - CE,2016,Valor da produção,Total
6,Município,Hectares,23041,2309458,Ocara - CE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2017,Quantidade produzida,Total
6,Município,Mil Reais,19562,2309458,Ocara - CE,2017,Valor da produção,Total
6,Município,Hectares,22933,2309458,Ocara - CE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2018,Quantidade produzida,Total
6,Município,Mil Reais,21088,2309458,Ocara - CE,2018,Valor da produção,Total
6,Município,Hectares,23765,2309458,Ocara - CE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2019,Quantidade produzida,Total
6,Município,Mil Reais,24241,2309458,Ocara - CE,2019,Valor da produção,Total
6,Município,Hectares,23633,2309458,Ocara - CE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2020,Quantidade produzida,Total
6,Município,Mil Reais,37037,2309458,Ocara - CE,2020,Valor da produção,Total
6,Município,Hectares,24718,2309458,Ocara - CE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2021,Quantidade produzida,Total
6,Município,Mil Reais,34949,2309458,Ocara - CE,2021,Valor da produção,Total
6,Município,Hectares,27131,2309458,Ocara - CE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2022,Quantidade produzida,Total
6,Município,Mil Reais,39095,2309458,Ocara - CE,2022,Valor da produção,Total
6,Município,Hectares,29802,2309458,Ocara - CE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2023,Quantidade produzida,Total
6,Município,Mil Reais,40689,2309458,Ocara - CE,2023,Valor da produção,Total
6,Município,Hectares,31660,2309458,Ocara - CE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309458,Ocara - CE,2024,Quantidade produzida,Total
6,Município,Mil Reais,68304,2309458,Ocara - CE,2024,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,2960,2309508,Orós - CE,1974,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,4887,2309508,Orós - CE,1975,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,6274,2309508,Orós - CE,1976,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,10686,2309508,Orós - CE,1977,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,11262,2309508,Orós - CE,1978,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,15329,2309508,Orós - CE,1979,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,36268,2309508,Orós - CE,1980,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,50890,2309508,Orós - CE,1981,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,159255,2309508,Orós - CE,1982,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,252175,2309508,Orós - CE,1983,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,1727905,2309508,Orós - CE,1984,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,2331,2309508,Orós - CE,1985,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,6019,2309508,Orós - CE,1986,Valor da produção,Total
6,Município,,NA,2309508,Orós - CE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,19416,2309508,Orós - CE,1987,Valor da produção,Total
6,Município,Hectares,4562,2309508,Orós - CE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,201742,2309508,Orós - CE,1988,Valor da produção,Total
6,Município,Hectares,3113,2309508,Orós - CE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,3457,2309508,Orós - CE,1989,Valor da produção,Total
6,Município,Hectares,4757,2309508,Orós - CE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,52886,2309508,Orós - CE,1990,Valor da produção,Total
6,Município,Hectares,3513,2309508,Orós - CE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,309552,2309508,Orós - CE,1991,Valor da produção,Total
6,Município,Hectares,4017,2309508,Orós - CE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5665623,2309508,Orós - CE,1992,Valor da produção,Total
6,Município,Hectares,3935,2309508,Orós - CE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,57364,2309508,Orós - CE,1993,Valor da produção,Total
6,Município,Hectares,4729,2309508,Orós - CE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1994,Quantidade produzida,Total
6,Município,Mil Reais,815,2309508,Orós - CE,1994,Valor da produção,Total
6,Município,Hectares,3584,2309508,Orós - CE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1995,Quantidade produzida,Total
6,Município,Mil Reais,1003,2309508,Orós - CE,1995,Valor da produção,Total
6,Município,Hectares,4299,2309508,Orós - CE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1996,Quantidade produzida,Total
6,Município,Mil Reais,872,2309508,Orós - CE,1996,Valor da produção,Total
6,Município,Hectares,4238,2309508,Orós - CE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1997,Quantidade produzida,Total
6,Município,Mil Reais,1093,2309508,Orós - CE,1997,Valor da produção,Total
6,Município,Hectares,3858,2309508,Orós - CE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1998,Quantidade produzida,Total
6,Município,Mil Reais,1438,2309508,Orós - CE,1998,Valor da produção,Total
6,Município,Hectares,4575,2309508,Orós - CE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,1999,Quantidade produzida,Total
6,Município,Mil Reais,1740,2309508,Orós - CE,1999,Valor da produção,Total
6,Município,Hectares,4415,2309508,Orós - CE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2000,Quantidade produzida,Total
6,Município,Mil Reais,1704,2309508,Orós - CE,2000,Valor da produção,Total
6,Município,Hectares,3150,2309508,Orós - CE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2001,Quantidade produzida,Total
6,Município,Mil Reais,478,2309508,Orós - CE,2001,Valor da produção,Total
6,Município,Hectares,3259,2309508,Orós - CE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2002,Quantidade produzida,Total
6,Município,Mil Reais,1439,2309508,Orós - CE,2002,Valor da produção,Total
6,Município,Hectares,3815,2309508,Orós - CE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2003,Quantidade produzida,Total
6,Município,Mil Reais,2460,2309508,Orós - CE,2003,Valor da produção,Total
6,Município,Hectares,3775,2309508,Orós - CE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2004,Quantidade produzida,Total
6,Município,Mil Reais,2005,2309508,Orós - CE,2004,Valor da produção,Total
6,Município,Hectares,3980,2309508,Orós - CE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2005,Quantidade produzida,Total
6,Município,Mil Reais,1756,2309508,Orós - CE,2005,Valor da produção,Total
6,Município,Hectares,4435,2309508,Orós - CE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2006,Quantidade produzida,Total
6,Município,Mil Reais,2748,2309508,Orós - CE,2006,Valor da produção,Total
6,Município,Hectares,4344,2309508,Orós - CE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2007,Quantidade produzida,Total
6,Município,Mil Reais,1485,2309508,Orós - CE,2007,Valor da produção,Total
6,Município,Hectares,4860,2309508,Orós - CE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2008,Quantidade produzida,Total
6,Município,Mil Reais,2135,2309508,Orós - CE,2008,Valor da produção,Total
6,Município,Hectares,5506,2309508,Orós - CE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2009,Quantidade produzida,Total
6,Município,Mil Reais,3398,2309508,Orós - CE,2009,Valor da produção,Total
6,Município,Hectares,4529,2309508,Orós - CE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2010,Quantidade produzida,Total
6,Município,Mil Reais,2504,2309508,Orós - CE,2010,Valor da produção,Total
6,Município,Hectares,3514,2309508,Orós - CE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2011,Quantidade produzida,Total
6,Município,Mil Reais,3990,2309508,Orós - CE,2011,Valor da produção,Total
6,Município,Hectares,3492,2309508,Orós - CE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2012,Quantidade produzida,Total
6,Município,Mil Reais,2759,2309508,Orós - CE,2012,Valor da produção,Total
6,Município,Hectares,2606,2309508,Orós - CE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2013,Quantidade produzida,Total
6,Município,Mil Reais,1093,2309508,Orós - CE,2013,Valor da produção,Total
6,Município,Hectares,3080,2309508,Orós - CE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2014,Quantidade produzida,Total
6,Município,Mil Reais,3596,2309508,Orós - CE,2014,Valor da produção,Total
6,Município,Hectares,2460,2309508,Orós - CE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2015,Quantidade produzida,Total
6,Município,Mil Reais,649,2309508,Orós - CE,2015,Valor da produção,Total
6,Município,Hectares,2485,2309508,Orós - CE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2016,Quantidade produzida,Total
6,Município,Mil Reais,1795,2309508,Orós - CE,2016,Valor da produção,Total
6,Município,Hectares,2265,2309508,Orós - CE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2017,Quantidade produzida,Total
6,Município,Mil Reais,1421,2309508,Orós - CE,2017,Valor da produção,Total
6,Município,Hectares,2536,2309508,Orós - CE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2018,Quantidade produzida,Total
6,Município,Mil Reais,1960,2309508,Orós - CE,2018,Valor da produção,Total
6,Município,Hectares,2526,2309508,Orós - CE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2019,Quantidade produzida,Total
6,Município,Mil Reais,3878,2309508,Orós - CE,2019,Valor da produção,Total
6,Município,Hectares,2701,2309508,Orós - CE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2020,Quantidade produzida,Total
6,Município,Mil Reais,3729,2309508,Orós - CE,2020,Valor da produção,Total
6,Município,Hectares,3134,2309508,Orós - CE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2021,Quantidade produzida,Total
6,Município,Mil Reais,4998,2309508,Orós - CE,2021,Valor da produção,Total
6,Município,Hectares,2832,2309508,Orós - CE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2022,Quantidade produzida,Total
6,Município,Mil Reais,4136,2309508,Orós - CE,2022,Valor da produção,Total
6,Município,Hectares,3981,2309508,Orós - CE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2023,Quantidade produzida,Total
6,Município,Mil Reais,3547,2309508,Orós - CE,2023,Valor da produção,Total
6,Município,Hectares,2664,2309508,Orós - CE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309508,Orós - CE,2024,Quantidade produzida,Total
6,Município,Mil Reais,4621,2309508,Orós - CE,2024,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,17863,2309607,Pacajus - CE,1974,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,30990,2309607,Pacajus - CE,1975,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,68851,2309607,Pacajus - CE,1976,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,93534,2309607,Pacajus - CE,1977,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,185875,2309607,Pacajus - CE,1978,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,136066,2309607,Pacajus - CE,1979,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,183920,2309607,Pacajus - CE,1980,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,410253,2309607,Pacajus - CE,1981,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3251018,2309607,Pacajus - CE,1982,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,4128642,2309607,Pacajus - CE,1983,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,19066000,2309607,Pacajus - CE,1984,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,33401,2309607,Pacajus - CE,1985,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,36289,2309607,Pacajus - CE,1986,Valor da produção,Total
6,Município,,NA,2309607,Pacajus - CE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,318027,2309607,Pacajus - CE,1987,Valor da produção,Total
6,Município,Hectares,41680,2309607,Pacajus - CE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,1728267,2309607,Pacajus - CE,1988,Valor da produção,Total
6,Município,Hectares,18561,2309607,Pacajus - CE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,4366,2309607,Pacajus - CE,1989,Valor da produção,Total
6,Município,Hectares,18431,2309607,Pacajus - CE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,209614,2309607,Pacajus - CE,1990,Valor da produção,Total
6,Município,Hectares,18471,2309607,Pacajus - CE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,1101448,2309607,Pacajus - CE,1991,Valor da produção,Total
6,Município,Hectares,19981,2309607,Pacajus - CE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,20919280,2309607,Pacajus - CE,1992,Valor da produção,Total
6,Município,Hectares,17575,2309607,Pacajus - CE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,405505,2309607,Pacajus - CE,1993,Valor da produção,Total
6,Município,Hectares,19791,2309607,Pacajus - CE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1994,Quantidade produzida,Total
6,Município,Mil Reais,2342,2309607,Pacajus - CE,1994,Valor da produção,Total
6,Município,Hectares,19969,2309607,Pacajus - CE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1995,Quantidade produzida,Total
6,Município,Mil Reais,2302,2309607,Pacajus - CE,1995,Valor da produção,Total
6,Município,Hectares,10621,2309607,Pacajus - CE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1996,Quantidade produzida,Total
6,Município,Mil Reais,1990,2309607,Pacajus - CE,1996,Valor da produção,Total
6,Município,Hectares,12544,2309607,Pacajus - CE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1997,Quantidade produzida,Total
6,Município,Mil Reais,2144,2309607,Pacajus - CE,1997,Valor da produção,Total
6,Município,Hectares,11827,2309607,Pacajus - CE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1998,Quantidade produzida,Total
6,Município,Mil Reais,2112,2309607,Pacajus - CE,1998,Valor da produção,Total
6,Município,Hectares,12572,2309607,Pacajus - CE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,1999,Quantidade produzida,Total
6,Município,Mil Reais,3798,2309607,Pacajus - CE,1999,Valor da produção,Total
6,Município,Hectares,12555,2309607,Pacajus - CE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2000,Quantidade produzida,Total
6,Município,Mil Reais,2033,2309607,Pacajus - CE,2000,Valor da produção,Total
6,Município,Hectares,14196,2309607,Pacajus - CE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2001,Quantidade produzida,Total
6,Município,Mil Reais,6514,2309607,Pacajus - CE,2001,Valor da produção,Total
6,Município,Hectares,13491,2309607,Pacajus - CE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2002,Quantidade produzida,Total
6,Município,Mil Reais,8062,2309607,Pacajus - CE,2002,Valor da produção,Total
6,Município,Hectares,15502,2309607,Pacajus - CE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2003,Quantidade produzida,Total
6,Município,Mil Reais,12725,2309607,Pacajus - CE,2003,Valor da produção,Total
6,Município,Hectares,15033,2309607,Pacajus - CE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2004,Quantidade produzida,Total
6,Município,Mil Reais,10994,2309607,Pacajus - CE,2004,Valor da produção,Total
6,Município,Hectares,15892,2309607,Pacajus - CE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2005,Quantidade produzida,Total
6,Município,Mil Reais,10546,2309607,Pacajus - CE,2005,Valor da produção,Total
6,Município,Hectares,16135,2309607,Pacajus - CE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2006,Quantidade produzida,Total
6,Município,Mil Reais,11058,2309607,Pacajus - CE,2006,Valor da produção,Total
6,Município,Hectares,16176,2309607,Pacajus - CE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2007,Quantidade produzida,Total
6,Município,Mil Reais,8824,2309607,Pacajus - CE,2007,Valor da produção,Total
6,Município,Hectares,15636,2309607,Pacajus - CE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2008,Quantidade produzida,Total
6,Município,Mil Reais,11729,2309607,Pacajus - CE,2008,Valor da produção,Total
6,Município,Hectares,16283,2309607,Pacajus - CE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2009,Quantidade produzida,Total
6,Município,Mil Reais,8749,2309607,Pacajus - CE,2009,Valor da produção,Total
6,Município,Hectares,14737,2309607,Pacajus - CE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2010,Quantidade produzida,Total
6,Município,Mil Reais,9583,2309607,Pacajus - CE,2010,Valor da produção,Total
6,Município,Hectares,14703,2309607,Pacajus - CE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2011,Quantidade produzida,Total
6,Município,Mil Reais,13034,2309607,Pacajus - CE,2011,Valor da produção,Total
6,Município,Hectares,16554,2309607,Pacajus - CE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2012,Quantidade produzida,Total
6,Município,Mil Reais,14426,2309607,Pacajus - CE,2012,Valor da produção,Total
6,Município,Hectares,12281,2309607,Pacajus - CE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2013,Quantidade produzida,Total
6,Município,Mil Reais,9354,2309607,Pacajus - CE,2013,Valor da produção,Total
6,Município,Hectares,12378,2309607,Pacajus - CE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2014,Quantidade produzida,Total
6,Município,Mil Reais,11735,2309607,Pacajus - CE,2014,Valor da produção,Total
6,Município,Hectares,12214,2309607,Pacajus - CE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2015,Quantidade produzida,Total
6,Município,Mil Reais,13087,2309607,Pacajus - CE,2015,Valor da produção,Total
6,Município,Hectares,9286,2309607,Pacajus - CE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2309607,Pacajus - CE,2016,Quantidade produzida,Total
6,Município,Mil Reais,10920,2309607,Pacajus - CE,2016,Valor da produção,Total
