serie,code_muni,ano,value
PIB,2101939,2005,27491.8550073266
PIB,2101939,2006,39562.6959587372
PIB,2101939,2007,43998.7739928275
PIB,2101939,2008,39833.28659523
PIB,2101939,2009,34721.0919550631
PIB,2101939,2010,42642.661
PIB,2101970,1999,12915.1359722386
PIB,2101970,2000,14866.9019604544
PIB,2101970,2001,16365.3511007479
PIB,2101970,2002,19157.5969408488
PIB,2101970,2003,19974.4916723273
PIB,2101970,2004,21216.3602238981
PIB,2101970,2005,21189.8850317026
PIB,2101970,2006,20241.0554668735
PIB,2101970,2007,23660.9358676004
PIB,2101970,2008,28684.796481592
PIB,2101970,2009,28683.6381092952
PIB,2101970,2010,30887.672
PIB,2102002,1970,39629.0153080428
PIB,2102002,1975,77733.8918849028
PIB,2102002,1980,83666.1733412107
PIB,2102002,1985,98992.9399176951
PIB,2102002,1996,79233.3010824958
PIB,2102002,1999,85882.1922822411
PIB,2102002,2000,90163.3251874225
PIB,2102002,2001,97460.1299221896
PIB,2102002,2002,102076.694185404
PIB,2102002,2003,127109.913369967
PIB,2102002,2004,165501.923427806
PIB,2102002,2005,252988.041851976
PIB,2102002,2006,283314.348824059
PIB,2102002,2007,301238.869516178
PIB,2102002,2008,343116.401288714
PIB,2102002,2009,277292.808144179
PIB,2102002,2010,189983.808
PIB,2102036,1999,45894.6604423452
PIB,2102036,2000,53240.3005260572
PIB,2102036,2001,59061.0915212513
PIB,2102036,2002,80231.5363784533
PIB,2102036,2003,63392.5655912174
PIB,2102036,2004,71932.694569878
PIB,2102036,2005,86519.8802350696
PIB,2102036,2006,95382.0642865514
PIB,2102036,2007,121168.363071723
PIB,2102036,2008,144964.152203275
PIB,2102036,2009,132090.928995236
PIB,2102036,2010,169757.485
PIB,2102077,1999,31326.9630603876
PIB,2102077,2000,34151.6784603082
PIB,2102077,2001,38092.1442251036
PIB,2102077,2002,38217.0093201895
PIB,2102077,2003,38117.669113929
PIB,2102077,2004,44069.2653655448
PIB,2102077,2005,51246.727734931
PIB,2102077,2006,55842.8356318609
PIB,2102077,2007,63614.2527234872
PIB,2102077,2008,76250.2111928831
PIB,2102077,2009,62251.5524486175
PIB,2102077,2010,72416.313
PIB,2102101,1920,2808.0440387057
PIB,2102101,1939,5410.3930440016
PIB,2102101,1949,12326.946525057
PIB,2102101,1959,17353.0963854702
PIB,2102101,1970,20713.3672909997
PIB,2102101,1975,28438.7520388122
PIB,2102101,1980,52274.6615404272
PIB,2102101,1985,50983.595979517
PIB,2102101,1996,44855.1410347919
PIB,2102101,1999,55750.4406907891
PIB,2102101,2000,67825.4139053813
PIB,2102101,2001,71493.8526900146
PIB,2102101,2002,89173.9323585892
PIB,2102101,2003,110068.656879612
PIB,2102101,2004,112652.381393913
PIB,2102101,2005,102005.630120326
PIB,2102101,2006,119097.053905076
PIB,2102101,2007,114017.598284835
PIB,2102101,2008,160446.153410149
PIB,2102101,2009,137063.066077484
PIB,2102101,2010,126562.877
PIB,2102150,1999,26308.0504257841
PIB,2102150,2000,28047.8175961727
PIB,2102150,2001,29098.9824094328
PIB,2102150,2002,29026.4742445964
PIB,2102150,2003,28655.2031630066
PIB,2102150,2004,31696.0021602535
PIB,2102150,2005,29065.6195904672
PIB,2102150,2006,33706.9893133513
PIB,2102150,2007,35303.0278699396
PIB,2102150,2008,52835.1102281596
PIB,2102150,2009,36152.0675113549
PIB,2102150,2010,43449.558
PIB,2102200,1920,1380.3291266021
PIB,2102200,1939,8699.8219816706
PIB,2102200,1949,3219.1192918257
PIB,2102200,1959,16256.4671292696
PIB,2102200,1970,15188.8211332539
