ano_tratamento,subamostra,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1914,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1914,densidade_buffer_sintetica_1914,-142.2138729158738,104.91035280295397,-1.355575204126751,0.17617561492755146,19.24187405408067,344,,-142.2139
1915,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1915,densidade_buffer_sintetica_1915,-144.15200226007954,98.97340961064181,-1.4564720244272562,0.14623054945549188,17.857677415422952,343,,-144.1520
1916,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1916,densidade_buffer_sintetica_1916,-124.27573521381062,78.34472308738084,-1.5862681022587977,0.11365696535613189,23.567943083455596,342,,-124.2757
1917,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1917,densidade_buffer_sintetica_1917,-124.27573521381062,78.34472308738084,-1.5862681022587977,0.11365696535613189,23.567943083455596,342,,-124.2757
1918,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1918,densidade_buffer_sintetica_1918,-124.27573521381062,78.34472308738084,-1.5862681022587977,0.11365696535613189,23.567943083455596,342,,-124.2757
1919,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1919,densidade_buffer_sintetica_1919,-123.01729928319467,79.44023709767228,-1.5485515121505002,0.1224748791380786,22.214247909053928,340,,-123.0173
1920,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1920,densidade_buffer_sintetica_1920,-123.22521701552921,77.65889878926691,-1.5867494767072325,0.11355392526273392,22.809922141539108,340,,-123.2252
1858,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1858,densidade_buffer_sintetica_1858,-30.804053149093235,16.258828074896034,-1.8946047653124107,0.05895721078972105,145051.41572049118,374,*,-30.8041*
1860,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1860,densidade_buffer_sintetica_1860,2.7840625368823195,37.35614462003296,0.07452756608585652,0.9406329424770961,490.4355712942679,371,,+2.7841
1862,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1862,densidade_buffer_sintetica_1862,2.532610844370885,43.817473610547346,0.057799106969993304,0.9539415393471742,33.362756520522446,370,,+2.5326
1863,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1863,densidade_buffer_sintetica_1863,2.8266370035162343,53.16577319620266,0.053166479740355314,0.9576295954650329,14.71455089260253,369,,+2.8266
1873,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1873,densidade_buffer_sintetica_1873,2.552025084389742,53.03292132463041,0.048121525660787784,0.9616469168414552,14.670302018865447,368,,+2.5520
