grupo,ano_tratamento,tipo_outcome,outcome_var,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
AL,1985,persistencia,log(pop_total_2010),0.01911478233094499,3.2856159803508738,0.005817716508946279,0.9953728260912215,1.3074570365779512,88,,+0.0191
AL,1985,persistencia,adh_idhm_2010,0.05006191952005068,0.11571683008765053,0.4326243596729268,0.6664664336071486,1.3074570365779512,88,,+0.0501
AL,1985,persistencia,adh_gini_2010,-0.11342588843919721,0.15483156527854736,-0.7325759978925492,0.4659850953773481,1.3074570365779512,88,,-0.1134
AL,1985,persistencia,log(valor_producao_mil_reais_2010),2.8023349945886196,6.985682258425327,0.4011540878786414,0.6893896839751519,1.3074570365779512,88,,+2.8023
AL,1985,contemporaneo,log(pib_1985),-1.7686538488996177,4.345269192200058,-0.40702975366277105,0.6850868707291989,1.3074570365779512,88,,-1.7687
AL,1985,contemporaneo,log(pop_total_1991),0.7570904475720965,3.4679675833293335,0.21830955145355518,0.82775088863285,1.3074570365779512,88,,+0.7571
AL,1985,contemporaneo,adh_idhm_1991,0.2150309058274873,0.21865529721108257,0.9834241775533277,0.32840101002209365,1.3074570365779512,88,,+0.2150
AL,1985,contemporaneo,log(valor_producao_mil_reais_1985),1.9731126076933094,5.705166731988695,0.3458466159507885,0.7303773046231918,1.3074570365779512,88,,+1.9731
SE,1985,persistencia,log(pib_2010),4.919037832193112,2.83855648956502,1.7329363887159788,0.08807855867627676,5.307384474819352,70,*,+4.9190*
SE,1985,persistencia,log(pop_total_2010),2.0428114617771485,1.7934239697365166,1.1390566292460511,0.2590614639064428,5.307384474819352,70,,+2.0428
SE,1985,persistencia,adh_idhm_2010,0.10209389180605655,0.059022913567500064,1.7297331770872246,0.08865381892471166,5.307384474819352,70,*,+0.1021*
SE,1985,persistencia,adh_gini_2010,0.020582161095402896,0.06509041300868755,0.3162087954896801,0.7529061542811206,5.307384474819352,70,,+0.0206
SE,1985,persistencia,log(valor_producao_mil_reais_2010),-0.5531765349173838,2.3082147761521754,-0.23965557305699967,0.8113878235043778,5.307384474819352,70,,-0.5532
SE,1985,contemporaneo,log(pib_1985),4.460869487650086,2.708713841567763,1.6468588963491995,0.10464697503480004,5.307384474819352,70,,+4.4609
SE,1985,contemporaneo,log(pop_total_1991),2.006963599848177,1.672980632801801,1.1996334927601897,0.2348460454256533,5.307384474819352,70,,+2.0070
SE,1985,contemporaneo,adh_idhm_1991,0.1354115607157631,0.08187741982571903,1.6538327783654478,0.10321636736239002,5.307384474819352,70,,+0.1354
SE,1985,contemporaneo,log(valor_producao_mil_reais_1985),0.9332011689836577,2.0020188063645574,0.4661300713144882,0.6427559640064702,5.307384474819352,70,,+0.9332
BA,1985,persistencia,log(pib_2010),0.2646047636156652,1.2890798892982003,0.20526638093758573,0.8375055751497144,28.44410034203778,304,,+0.2646
BA,1985,persistencia,log(pop_total_2010),0.21383531686370816,0.9686065768985798,0.22076591462799688,0.8254274201243432,28.44410034203778,304,,+0.2138
BA,1985,persistencia,adh_idhm_2010,0.11525845599603146,0.05551856362447924,2.0760345454112525,0.03875666148934503,28.44410034203778,304,**,+0.1153**
