ano_tratamento,ano_outcome,escopo,outcome_var,outcome_coluna,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,R2_2estagio,n_observacoes,significancia
1858,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_20km_1858,dens_placebo_20km,1.0046623278883695,1.0893408447134398,0.9222662794330955,0.3565605635826834,1.7301236330104695,0.2566614654019258,1319,
1858,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_50km_1858,dens_placebo_50km,-0.05232910061908234,0.042562529244415635,-1.2294640743406506,0.2191199893305809,178.59970846078284,0.25691094708566964,1319,
1860,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_5km_1860,dens_placebo_5km,0.46030957990061294,3.1001555050010707,0.14847951309476456,0.881987398000204,2.2703790099053633,0.14790348578290047,1316,
1860,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_10km_1860,dens_placebo_10km,0.05204334064084071,0.7888179442277108,0.06597636504300564,0.9474067945703278,4.35832938386492,0.14789286498897092,1316,
1860,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_20km_1860,dens_placebo_20km,-0.24274982997164485,0.5124521927312012,-0.4737023929546838,0.63579174805877,4.14069662040988,0.14818047171609805,1316,
1860,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_50km_1860,dens_placebo_50km,0.0065982456361220855,0.03275150630687301,0.20146388304398144,0.8403674096459012,193.0440423226096,0.14792827528121022,1316,
1860,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_5km_1860,dens_placebo_5km,1.9690752012878319,3.2444346276599783,0.6069085764591321,0.5440176448758611,2.2703790099053633,0.18772099388834562,1316,
1860,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_10km_1860,dens_placebo_10km,0.4588920940900566,0.7996561433286453,0.573861775362438,0.5661606852457525,4.35832938386492,0.1877007875159864,1316,
1860,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_20km_1860,dens_placebo_20km,-0.3463215026745977,0.6216891711273275,-0.5570653612103338,0.5775787383570294,4.14069662040988,0.18794134340085433,1316,
1860,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_50km_1860,dens_placebo_50km,0.016376480087362612,0.037353584605276026,0.4384178991231141,0.661156273179287,193.0440423226096,0.18771500828181498,1316,
1860,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_5km_1860,dens_placebo_5km,3.103225666374549,3.3658192717555666,0.9219822622133682,0.3567090312641621,2.2703790099053633,0.25613563187764044,1316,
1860,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_10km_1860,dens_placebo_10km,0.6243455988108344,0.8018897372946924,0.7785928286314868,0.4363614053534397,4.35832938386492,0.25596780517038553,1316,
1860,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_20km_1860,dens_placebo_20km,-0.25604315979333014,0.5023815893133202,-0.5096587240454064,0.610377147257636,4.14069662040988,0.25591233260421753,1316,
1860,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_50km_1860,dens_placebo_50km,0.008239086272902253,0.03192447882087188,0.25808052557824773,0.7963856420568097,193.0440423226096,0.2557051093444297,1316,
1862,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_5km_1862,dens_placebo_5km,-0.03856302682626958,0.11615801737283649,-0.3319876466425255,0.739952185977464,385.01636356073345,0.14740315696102024,1315,
1862,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_10km_1862,dens_placebo_10km,-0.016851126443427122,0.058653434078551656,-0.2872999119004565,0.7739285483230421,372.2106188413222,0.14738856850285997,1315,
1862,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_20km_1862,dens_placebo_20km,-0.02909258990810137,0.037764871406736504,-0.7703611537496677,0.441225875713979,350.06513100059277,0.14782420706411714,1315,
1862,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_50km_1862,dens_placebo_50km,0.002149728727925569,0.015381399481630899,0.1397615821949663,0.8888700508284603,959.7706740539342,0.1473562084386103,1315,
1862,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_5km_1862,dens_placebo_5km,-0.08607334862194464,0.11462221037398057,-0.7509308042578408,0.4528304128992684,385.01636356073345,0.18760036414384995,1315,
1862,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_10km_1862,dens_placebo_10km,-0.04194811779079935,0.057286062810471355,-0.7322569527876792,0.4641439438484962,372.2106188413222,0.18759358655583347,1315,
1862,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_20km_1862,dens_placebo_20km,-0.03599794626666697,0.03894730025312915,-0.924273211049456,0.355515876566741,350.06513100059277,0.18786605502699227,1315,
1862,2000,IDH_Educação,adh_idhm_e (2000),adh_idhm_e_2000,densidade_buffer_real_50km_1862,dens_placebo_50km,0.007065787369311822,0.017661977743385706,0.40005640772352985,0.6891807971354069,959.7706740539342,0.18752085636472815,1315,
1862,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_5km_1862,dens_placebo_5km,-0.15005931843676001,0.12759317823702251,-1.176076342874722,0.2397800231750993,385.01636356073345,0.2563246667030993,1315,
1862,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_10km_1862,dens_placebo_10km,-0.06570630298530315,0.060953036657156096,-1.0779824367878972,0.2812418842262832,372.2106188413222,0.2561535086779423,1315,
1862,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_20km_1862,dens_placebo_20km,-0.0315613941056566,0.03661889636127458,-0.8618881845667414,0.3889082480782903,350.06513100059277,0.2559937306116614,1315,
1862,2010,IDH_Educação,adh_idhm_e (2010),adh_idhm_e_2010,densidade_buffer_real_50km_1862,dens_placebo_50km,0.0026293017048348993,0.01499118717803648,0.17538982560948058,0.860800690210159,959.7706740539342,0.2555654479141243,1315,
1863,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_5km_1863,dens_placebo_5km,-0.036481241010958954,0.12258308129790593,-0.29760420952627953,0.7660529217436134,213.99019893852574,0.14762803303212313,1314,
1863,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_10km_1863,dens_placebo_10km,-0.015535344034192614,0.06195613698743844,-0.2507474608583552,0.8020490797760169,219.5802492380515,0.14761401404538033,1314,
1863,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_20km_1863,dens_placebo_20km,-0.029466437167133902,0.04036117959446652,-0.7300687805262689,0.4654799813560554,220.45467442272852,0.1480138574036246,1314,
1863,1991,IDH_Educação,adh_idhm_e (1991),adh_idhm_e_1991,densidade_buffer_real_50km_1863,dens_placebo_50km,0.0031714262846463505,0.016555194116106925,0.19156684375937325,0.848111501065455,551.6182322348184,0.147610103999663,1314,
