ano_tratamento,tratamento_tipo,variavel_endogena,variavel_tratamento,coeficiente,erro_padrao,t_estatistica,p_valor,r2,n_observacoes,significancia,coeficiente_sig
1951,densidade,log(pib_2010),densidade_sintetica_1951,0.0023763988704532824,5.790177384614501e-4,4.104190100924686,4.05733740087566e-5,0.3380022237180188,1321,***,+0.0024***
1956,dummy,log(pib_2010),dummy_atendida_sintetica_1956,0.3441134757934198,0.06653947462331453,5.1715688730858584,2.3213667987853626e-7,0.3158707946425783,1321,***,+0.3441***
1956,densidade,log(pib_2010),densidade_sintetica_1956,0.0024096724601385022,5.577173759286071e-4,4.320597786874337,1.5560707963269138e-5,0.34094305601587804,1321,***,+0.0024***
1957,dummy,log(pib_2010),dummy_atendida_sintetica_1957,0.3496000051451351,0.06693741363775386,5.222789261579038,1.762479320266408e-7,0.31621331380380646,1321,***,+0.3496***
1957,densidade,log(pib_2010),densidade_sintetica_1957,0.0023684118226672767,5.283898071146927e-4,4.482319285453566,7.383616172029761e-6,0.3414818171173737,1321,***,+0.0024***
1958,dummy,log(pib_2010),dummy_atendida_sintetica_1958,0.3496000051451351,0.06693741363775386,5.222789261579038,1.762479320266408e-7,0.31621331380380646,1321,***,+0.3496***
1958,densidade,log(pib_2010),densidade_sintetica_1958,0.0023580230614098797,5.026014721962256e-4,4.6916358026290474,2.710292764662725e-6,0.34346643849953595,1321,***,+0.0024***
1962,dummy,log(pib_2010),dummy_atendida_sintetica_1962,0.3460201228494084,0.06760655333795505,5.118144702921114,3.085558375470754e-7,0.31581520013446474,1321,***,+0.3460***
1962,densidade,log(pib_2010),densidade_sintetica_1962,0.002237935826502383,4.4005758274182755e-4,5.085552241955872,3.6655791291195783e-7,0.34428621701619644,1321,***,+0.0022***
1966,dummy,log(pib_2010),dummy_atendida_sintetica_1966,0.3519843473725707,0.06720045168549008,5.237827105983146,1.624781613696058e-7,0.3162459399169285,1321,***,+0.3520***
1966,densidade,log(pib_2010),densidade_sintetica_1966,0.0022533688813554664,4.408262232680258e-4,5.111694274107193,3.192822457531719e-7,0.34483939734603275,1321,***,+0.0023***
1969,dummy,log(pib_2010),dummy_atendida_sintetica_1969,0.35994466241433704,0.06787603457412834,5.302971286886781,1.1393284737870601e-7,0.31671962892547834,1321,***,+0.3599***
1969,densidade,log(pib_2010),densidade_sintetica_1969,0.002261909198935564,4.414043051218567e-4,5.1243478432117415,2.9856934324890005e-7,0.34515512451831565,1321,***,+0.0023***
1972,dummy,log(pib_2010),dummy_atendida_sintetica_1972,0.36785933237073803,0.0676691085377429,5.436148640343947,5.4444541763842835e-8,0.31732499618249854,1321,***,+0.3679***
1972,densidade,log(pib_2010),densidade_sintetica_1972,0.0022644402885029324,4.416357360029232e-4,5.1273936955317945,2.9378076193964375e-7,0.3452393877476405,1321,***,+0.0023***
1985,dummy,log(pib_2010),dummy_atendida_sintetica_1985,0.3735265446169288,0.06738865291565727,5.542870030128508,2.975537261029615e-8,0.3177776333038994,1321,***,+0.3735***
1985,densidade,log(pib_2010),densidade_sintetica_1985,0.0022648504049325277,4.416359812875442e-4,5.128319477796148,2.923400357346395e-7,0.34524107409909766,1321,***,+0.0023***
1996,dummy,log(pib_2010),dummy_atendida_sintetica_1996,0.3744518954155133,0.06716222835053218,5.575334598208671,2.4705454571005703e-8,0.3178927135890812,1321,***,+0.3745***
1996,densidade,log(pib_2010),densidade_sintetica_1996,0.002262718115607617,4.408664516219417e-4,5.132434339884806,2.860185215336486e-7,0.3452349570681782,1321,***,+0.0023***
2003,dummy,log(pib_2010),dummy_atendida_sintetica_2003,0.3744518954155133,0.06716222835053218,5.575334598208671,2.4705454571005703e-8,0.3178927135890812,1321,***,+0.3745***
2003,densidade,log(pib_2010),densidade_sintetica_2003,0.0022577762353192758,4.393195736669047e-4,5.139257093587044,2.758267980684792e-7,0.3452062392173795,1321,***,+0.0023***
